2011-01-01,-6,753,-6,753,Þย 3์/๑,
2011-01-02,-6,751,-6,752,Þย 3์/๑,
2011-01-03,-8,755,-8,758,Þย 3์/๑,
2011-01-04,-11,760,-15,760,ย 2์/๑,
2011-01-05,-6,756,-5,756,Þย 2์/๑,
2011-01-06,-8,764,-9,767,ัย 1์/๑,
2011-01-07,-12,769,-13,769,ย 1์/๑,
2011-01-08,-15,767,-16,766,ย 2์/๑,
2011-01-09,-15,767,-18,766,Þย 1์/๑,
2011-01-10,-13,765,-15,765,ว 2์/๑,
2011-01-11,-12,761,-14,761,Þว 2์/๑,
2011-01-12,-8,761,-7,761,ว 1์/๑,
2011-01-13,-11,759,-11,758,Þย 1์/๑,
2011-01-14,+10,756,-10,755,ย 3์/๑,
2011-01-15,-5,755,-7,755,ย 3์/๑,
2011-01-16,-9,754,-9,754,ย 4์/๑,
2011-01-17,-9,754,-11,755,ย 5์/๑,
2011-01-18,-14,756,-14,756,ัย 3์/๑,
2011-01-19,-13,756,-14,757,ย 2์/๑,
2011-01-20,-14,758,-15,758,ว 1์/๑,
2011-01-21,-17,759,-21,759,ั 1์/๑,
2011-01-22,-16,761,-18,761,ย 2์/๑,
2011-01-23,-14,759,-14,758,Þย 3์/๑,
2011-01-24,-10,749,-8,747,Þย 4์/๑,
2011-01-25,-5,749,-11,752,ุ,
2011-01-26,-6,749,-7,746,ย 3์/๑,
2011-01-27,-5,749,-11,750,ัว 1์/๑,
2011-01-28,-11,750,-11,749,ว 2์/๑,
2011-01-29,-10,743,-8,743,ว 3์/๑,
2011-01-30,-7,737,-8,738,Þว 4์/๑,
2011-01-31,-7,745,-8,747,ว 3์/๑,
2011-02-01,-10,749,-12,748,ว 1์/๑,
2011-02-02,-11,747,-19,749,ัว 1์/๑,
2011-02-03,-14,750,-14,750,Þว 2์/๑,
2011-02-04,-7,748,-6,747,ว 2์/๑,
2011-02-05,-5,740,-5,737,Þ 3์/๑,
2011-02-06,-5,728,-6,727,ัย 2์/๑,
2011-02-07,-5,733,-8,735,ั 4์/๑,
2011-02-08,-7,741,-11,741,ั 3์/๑,
2011-02-09,-7,730,-5,728,ย 3์/๑,
2011-02-10,-7,731,-12,734,ั 1์/๑,
2011-02-11,-15,740,-18,743,ัว 2์/๑,
2011-02-12,-15,746,-18,746,ย 1์/๑,
2011-02-13,-11,740,-10,740,ย 5์/๑,
2011-02-14,-12,737,-16,738,Þย 2์/๑,
2011-02-15,-15,738,-18,740,ย 1์/๑,
2011-02-16,-17,744,-21,746,ัว 1์/๑,
2011-02-17,-19,746,-23,747,Þว 1์/๑,
2011-02-18,-18,751,-22,752,ัย 2์/๑,
2011-02-19,-18,752,-20,752,ว 2์/๑,
2011-02-20,-17,756,-25,751,Þย 1์/๑,
2011-02-21,-19,764,-23,766,ัว 1์/๑,
2011-02-22,-16,768,-20,770,ัว 3์/๑,
2011-02-23,-14,773,-19,773,ั 2์/๑,
2011-02-24,-13,776,-18,776,Þย 1์/๑,
2011-02-25,-14,777,-19,776,Þย 1์/๑,
2011-02-26,-13,774,-17,773,ย 1์/๑,
2011-02-27,-13,774,-17,773,ย 1์/๑,
2011-02-28,-10,774,-13,773,Þย 1์/๑,
2011-03-01,-8,747,-16,765,ุ,
2011-03-02,-10,761,-13,760,ว 1์/๑,
2011-03-03,-10,758,-15,758,Þย 2์/๑,
2011-03-04,-12,749,-15,746,Þ 2์/๑,
2011-03-05,-7,737,-5,731,Þว 3์/๑,
2011-03-06,0,732,-4,737,ว 7์/๑,
2011-03-07,-1,749,-4,752,Þ 1์/๑,
2011-03-08,-2,756,-5,758,ั 2์/๑,
2011-03-09,-3,761,-7,761,ว 2์/๑,
2011-03-10,-1,763,-9,762,ัว 2์/๑,
2011-03-11,-3,761,-5,758,ย 2์/๑,
2011-03-12,-3,750,-5,750,Þย 1์/๑,
2011-03-13,-5,755,-8,755,Þ 1์/๑,
2011-03-14,0,759,-5,760,ั 1์/๑,
2011-03-15,+1,751,+2,749,Þว 4์/๑,
2011-03-16,+1,749,-1,749,ั 1์/๑,
2011-03-17,+1,753,0,755,ัว 1์/๑,
2011-03-18,-1,756,-1,755,ย 4์/๑,
2011-03-19,-1,758,-4,758,Þ 2์/๑,
2011-03-20,-3,760,-4,760,Þย 2์/๑,
2011-03-21,-1,759,-2,758,Þย 2์/๑,
2011-03-22,-2,754,-2,752,Þย 1์/๑,
2011-03-23,+1,743,-1,740,Þว 3์/๑,
2011-03-24,+1,730,-1,728,Þว 5์/๑,
2011-03-25,-3,727,-5,731,ว 5์/๑,
2011-03-26,-2,741,-6,741,ว 5์/๑,
2011-03-27,-3,748,-7,752,Þว 5์/๑,
2011-03-28,-2,758,-7,758,ว 2์/๑,
2011-03-29,-3,755,-5,752,Þ 3์/๑,
2011-03-30,+2,750,-1,751,Þย 1์/๑,
2011-03-31,+5,749,-1,752,ว 4์/๑,
2011-04-01,+1,758,-2,761,ัว 2์/๑,
2011-04-02,+2,764,-3,763,ว 4์/๑,
2011-04-03,+3,763,+2,764,ว 3์/๑,
2011-04-04,+7,764,+3,764,ว 4์/๑,
2011-04-05,+8,761,+4,760,Þย 2์/๑,
2011-04-06,+8,752,+4,750,Þย 3์/๑,
2011-04-07,+8,741,+5,737,Þย 3์/๑,
2011-04-08,+4,735,+3,734,Þย 1์/๑,
2011-04-09,+4,734,+2,732,Þ 2์/๑,
2011-04-10,+5,731,+3,732,Þว 4์/๑,
2011-04-11,+7,741,+5,742,Þว 2์/๑,
2011-04-12,+8,746,+5,746,Þ 2์/๑,
2011-04-13,+7,746,+4,743,ั 2์/๑,
2011-04-14,+7,738,+4,739,ัว 3์/๑,
2011-04-15,+5,743,+5,747,ว 2์/๑,
2011-04-16,+7,747,+8,744,ย 4์/๑,
2011-04-17,+8,746,+4,746,ว 3์/๑,
2011-04-18,+11,740,+8,737,Þว 4์/๑,
2011-04-19,+5,737,+3,738,ว 2์/๑,
2011-04-20,+5,744,+4,746,ว 3์/๑,
2011-04-21,+4,749,+2,751,ั 1์/๑,
2011-04-22,+9,752,+10,754,ว 4์/๑,
2011-04-23,+15,753,+10,754,Þว 3์/๑,
2011-04-24,+13,750,+8,749,ัว 3์/๑,
2011-04-25,+15,748,+10,749,ัว 3์/๑,
2011-04-26,+11,756,+8,758,ว 2์/๑,
2011-04-27,+15,760,+9,758,Þว 1์/๑,
2011-04-28,+17,752,+12,751,ว 2์/๑,
2011-04-29,+21,748,+17,749,ว 3์/๑,
2011-04-30,+21,749,+19,749,ว 2์/๑,
2011-05-01,+14,748,+12,747,Þย 2์/๑,
2011-05-02,+19,744,+13,745,ย 2์/๑,
2011-05-03,+17,739,+14,739,ั 2์/๑,
2011-05-04,+14,742,+14,742,Þ 1์/๑,
2011-05-05,+17,746,+14,747,Þย 2์/๑,
2011-05-06,+16,753,+12,755,ย 6์/๑,
2011-05-07,+18,760,+15,760,Þย 3์/๑,
2011-05-08,+23,758,+18,758,ย 3์/๑,
2011-05-09,+24,755,+19,754,Þย 2์/๑,
2011-05-10,+23,751,+19,750,ว 3์/๑,
2011-05-11,+21,746,+16,746,ัย 2์/๑,
2011-05-12,+12,749,+9,750,ั 3์/๑,
2011-05-13,+12,748,+9,748,ั 2์/๑,
2011-05-14,+14,748,+12,749,ว 2์/๑,
2011-05-15,+15,752,+13,753,ัย 2์/๑,
2011-05-16,+20,753,+20,752,ย 3์/๑,
2011-05-17,+22,753,+18,754,Þว 1์/๑,
2011-05-18,+21,752,+19,752,ว 2์/๑,
2011-05-19,+21,749,+16,750,ว 3์/๑,
2011-05-20,+21,752,+15,752,ว 2์/๑,
2011-05-21,+26,750,+19,749,ว 3์/๑,
2011-05-22,+26,749,+21,749,ั 2์/๑,
2011-05-23,+25,749,+18,750,ั 2์/๑,
2011-05-24,+22,751,+18,751,ั 3์/๑,
2011-05-25,+21,749,+17,747,Þ 2์/๑,
2011-05-26,+22,744,+20,743,Þว 2์/๑,
2011-05-27,+15,744,+13,741,ย 2์/๑,
2011-05-28,+15,744,+13,747,Þย 1์/๑,
2011-05-29,+21,750,+17,751,ัว 3์/๑,
2011-05-30,+26,752,+24,752,Þว 4์/๑,
2011-05-31,+25,751,+19,752,ั 4์/๑,
2011-06-01,+22,750,+19,750,ั 4์/๑,
2011-06-02,+25,747,+22,746,ั 4์/๑,
2011-06-03,+27,743,+21,742,ั 3์/๑,
2011-06-04,+17,737,+14,736,Þว 2์/๑,
2011-06-05,+15,734,+14,737,ว 4์/๑,
2011-06-06,+18,740,+15,742,ัว 3์/๑,
2011-06-07,+14,746,+11,746,ั 3์/๑,
2011-06-08,+17,743,+12,743,Þ 2์/๑,
2011-06-09,+17,741,+15,740,Þย 2์/๑,
2011-06-10,+17,738,+16,737,ัว 2์/๑,
2011-06-11,+17,735,+16,735,ัว 1์/๑,
2011-06-12,+16,740,+12,742,ว 2์/๑,
2011-06-13,+20,744,+16,745,ว 2์/๑,
2011-06-14,+19,747,+17,747,ย 2์/๑,
2011-06-15,+21,745,+19,744,Þย 1์/๑,
2011-06-16,+21,746,+16,747,ั 1์/๑,
2011-06-17,+19,745,+17,743,ว 4์/๑,
2011-06-18,+19,745,+20,745,ัว 4์/๑,
2011-06-20,+25,745,+22,744,ุ,
2011-06-21,+20,743,+19,742,Þย 3์/๑,
2011-06-22,+20,738,+18,739,ย 1์/๑,
2011-06-23,+17,738,+17,740,Þ 1์/๑,
2011-06-24,+19,740,+17,741,ว 2์/๑,
2011-06-25,+23,742,+18,741,ั 3์/๑,
2011-06-26,+20,741,+19,741,ัย 2์/๑,
2011-06-27,+23,744,+20,746,ย 2์/๑,
2011-06-28,+27,749,+23,749,ย 2์/๑,
2011-06-29,+29,750,+24,749,ย 1์/๑,
2011-06-30,+28,749,+22,749,ัย 2์/๑,
2011-07-01,+26,750,+23,749,ย 2์/๑,
2011-07-02,+29,749,+25,748,Þย 2์/๑,
2011-07-03,+31,747,+26,746,Þย 2์/๑,
2011-07-04,+33,746,+25,746,ั 1์/๑,
2011-07-05,+33,746,+28,746,Þย 3์/๑,
2011-07-06,+29,748,+27,747,ั 1์/๑,
2011-07-07,+32,749,+29,747,Þย 2์/๑,
2011-07-08,+35,745,+25,747,ว 1์/๑,
2011-07-09,+30,743,+23,743,ว 3์/๑,
2011-07-10,+21,740,+20,740,ั 1์/๑,
2011-07-11,+22,746,+17,748,ัย 3์/๑,
2011-07-12,+24,749,+20,749,ัว 3์/๑,
2011-07-13,+27,749,+20,749,ัย 2์/๑,
2011-07-14,+26,749,,,,
2011-07-15,+27,750,+22,749,ัว 4์/๑,
2011-07-16,+27,751,+22,749,ั 2์/๑,
2011-07-17,+28,749,+23,747,ว 2์/๑,
2011-07-18,+30,746,+23,746,ุ,
2011-07-19,+32,746,+26,746,ว 2์/๑,
2011-07-20,+31,747,+26,748,ว 2์/๑,
2011-07-21,+30,750,+24,750,Þย 2์/๑,
2011-07-22,+27,752,+19,743,ย 2์/๑,
2011-07-23,+29,751,+26,750,ย 2์/๑,
