2015-01-01,-14,743,-12,744,ว 2์/๑,
2015-01-02,-7,743,-7,740,Þ 2์/๑,
2015-01-03,-1,733,0,733,Þว 2์/๑,
2015-01-04,0,735,0,735,Þว 2์/๑,
2015-01-05,-3,738,-2,737,Þว 3์/๑,
2015-01-06,-6,741,-12,745,ัว 2์/๑,
2015-01-07,-22,750,-27,752,ั 1์/๑,
2015-01-08,-22,752,-21,750,ว 1์/๑,
2015-01-09,-13,746,-12,745,ว 3์/๑,
2015-01-10,-9,744,-5,745,Þ 3์/๑,
2015-01-11,-10,741,-8,737,Þย 4์/๑,
2015-01-12,-1,738,-1,739,Þว 2์/๑,
2015-01-13,-1,742,-3,740,ว 3์/๑,
2015-01-14,+1,746,+2,746,ว 3์/๑,
2015-01-15,+2,751,-2,751,Þว 1์/๑,
2015-01-16,-3,749,-1,752,ัว 1์/๑,
2015-01-17,-3,756,-8,756,ว 1์/๑,
2015-01-18,-8,752,-5,752,ว 2์/๑,
2015-01-19,-1,749,-1,749,ว 1์/๑,
2015-01-20,-3,754,-11,758,ัว 3์/๑,
2015-01-21,-13,760,-16,759,ัว 1์/๑,
2015-01-22,-12,759,-17,762,ั 2์/๑,
2015-01-23,-15,770,-20,771,ว 1์/๑,
2015-01-24,-17,771,-20,771,Þย 1์/๑,
2015-01-25,-15,772,-17,771,Þ 2์/๑,
2015-01-26,-18,767,-21,766,ย 2์/๑,
2015-01-27,-17,763,-19,762,ย 3์/๑,
2015-01-28,-17,757,-17,757,ย 2์/๑,
2015-01-29,-17,754,-18,754,Þย 2์/๑,
2015-01-30,-16,754,-16,754,Þย 2์/๑,
2015-01-31,-9,756,-10,756,Þย 2์/๑,
2015-02-01,-9,755,-12,754,ย 3์/๑,
2015-02-02,-5,747,-4,747,Þย 3์/๑,
2015-02-03,-5,748,-6,748,Þย 3์/๑,
2015-02-04,-6,748,-6,748,Þย 3์/๑,
2015-02-05,-2,748,-3,750,ว 3์/๑,
2015-02-06,-5,751,-6,748,Þ 2์/๑,
2015-02-07,-7,740,-11,739,ั 2์/๑,
2015-02-08,-10,738,-13,740,ว 1์/๑,
2015-02-09,-5,740,-4,742,Þ 3์/๑,
2015-02-10,-2,750,-4,751,Þ 2์/๑,
2015-02-11,-7,752,-10,751,ว 2์/๑,
2015-02-12,-4,754,-7,754,Þว 3์/๑,
2015-02-13,-5,753,-4,754,ว 2์/๑,
2015-02-14,+3,757,-6,756,ัว 1์/๑,
2015-02-15,-5,748,-6,746,Þว 2์/๑,
2015-02-16,-10,752,-12,755,ั 3์/๑,
2015-02-17,-11,761,-15,763,ั 1์/๑,
2015-02-18,-9,759,-17,756,Þว 1์/๑,
2015-02-19,-10,749,-12,750,ว 1์/๑,
2015-02-20,-9,751,-11,750,ว 3์/๑,
2015-02-21,-4,750,-4,751,ว 3์/๑,
2015-02-22,0,756,0,756,Þ 2์/๑,
2015-02-23,+2,758,-3,759,ว 3์/๑,
2015-02-24,+4,762,-6,763,ว 1์/๑,
2015-02-25,+2,765,-6,766,Þย 1์/๑,
2015-02-26,-2,767,-6,767,Þย 2์/๑,
2015-02-27,-6,764,-7,764,Þ 1์/๑,
2015-02-28,-4,761,-6,761,Þย 1์/๑,
2015-03-01,-2,758,-5,758,ย 3์/๑,
2015-03-02,-2,756,-6,756,Þย 2์/๑,
2015-03-03,-3,755,-6,755,ย 2์/๑,
2015-03-04,-2,752,-8,752,ย 1์/๑,
2015-03-05,-8,755,-11,756,Þย 2์/๑,
2015-03-06,-6,758,-11,759,Þย 1์/๑,
2015-03-07,-7,758,-10,758,ย 1์/๑,
2015-03-08,-3,758,-10,758,ว 1์/๑,
2015-03-09,-2,754,-1,752,Þว 2์/๑,
2015-03-10,+4,752,+2,756,ั 2์/๑,
2015-03-11,+4,759,+2,758,Þว 2์/๑,
2015-03-12,+3,759,+1,760,Þว 2์/๑,
2015-03-13,+4,765,0,767,ัย 3์/๑,
2015-03-14,+7,768,+3,768,ัว 2์/๑,
2015-03-15,+6,764,+1,764,ัว 2์/๑,
2015-03-16,+1,768,-2,770,ัย 3์/๑,
2015-03-17,+5,770,-1,769,ัว 1์/๑,
2015-03-18,+6,765,-2,764,ว 2์/๑,
2015-03-19,+9,760,-1,759,ัว 1์/๑,
2015-03-20,+5,754,0,752,Þ 2์/๑,
2015-03-21,+2,746,-2,743,Þ 2์/๑,
2015-03-22,+2,741,+2,740,Þว 2์/๑,
2015-03-23,-2,747,-5,750,ั 2์/๑,
2015-03-24,-2,749,-2,748,Þว 4์/๑,
2015-03-25,+5,749,+3,752,ว 4์/๑,
2015-03-26,+1,758,-2,759,ย 3์/๑,
2015-03-27,-1,765,-3,767,ัย 4์/๑,
2015-03-28,+1,770,-3,771,ย 2์/๑,
2015-03-29,-1,772,-4,770,Þย 2์/๑,
2015-03-30,-1,765,-4,764,Þย 3์/๑,
2015-03-31,+3,761,0,759,Þย 2์/๑,
2015-04-01,+6,755,0,755,ย 2์/๑,
2015-04-02,+4,753,0,753,Þย 3์/๑,
2015-04-03,+5,750,+1,750,ย 4์/๑,
2015-04-04,0,752,+1,752,ย 2์/๑,
2015-04-05,+1,751,0,749,ย 2์/๑,
2015-04-06,+6,752,+4,753,Þว 3์/๑,
2015-04-07,+9,753,+6,753,Þว 3์/๑,
2015-04-08,+9,749,+5,745,ย 3์/๑,
2015-04-09,+8,737,+6,738,Þว 3์/๑,
2015-04-10,+8,746,+6,746,ว 2์/๑,
2015-04-11,+10,745,+7,746,ว 4์/๑,
2015-04-12,+10,754,+2,755,ัว 3์/๑,
2015-04-13,+14,753,+10,752,Þ 3์/๑,
2015-04-14,+15,747,+11,746,Þ 2์/๑,
2015-04-15,+17,743,+5,745,Þ 3์/๑,
2015-04-16,+13,743,+8,743,Þว 3์/๑,
2015-04-17,+14,738,+10,740,ว 5์/๑,
2015-04-18,+11,740,+7,740,ว 2์/๑,
2015-04-19,+10,737,+7,737,ย 2์/๑,
2015-04-20,+3,733,+4,737,ว 5์/๑,
2015-04-21,+6,740,+4,742,ว 2์/๑,
2015-04-22,+7,740,+1,739,ุ,
2015-04-23,+7,740,+6,740,Þว 5์/๑,
2015-04-24,+11,736,+8,740,ว 4์/๑,
2015-04-25,+10,740,+6,740,Þ 2์/๑,
2015-04-26,+10,746,+5,748,ัว 4์/๑,
2015-04-27,+9,747,+9,749,ว 1์/๑,
2015-04-28,+13,753,+13,752,ย 3์/๑,
2015-04-29,+25,752,+18,754,ว 2์/๑,
2015-04-30,+25,752,+20,752,Þ 2์/๑,
2015-05-01,+23,752,+18,752,Þย 1์/๑,
2015-05-02,+23,750,+18,750,ย 2์/๑,
2015-05-03,+23,746,+18,745,ย 2์/๑,
2015-05-04,+24,741,+17,742,ัว 2์/๑,
2015-05-05,+21,745,+14,747,ัว 2์/๑,
2015-05-06,+18,746,+16,746,ัย 3์/๑,
2015-05-07,+12,746,+11,746,ัย 2์/๑,
2015-05-08,+18,743,+13,743,ัย 2์/๑,
2015-05-09,+8,743,+5,744,ั 2์/๑,
2015-05-10,+15,748,+12,750,ั 2์/๑,
2015-05-11,+18,755,+14,755,ว 2์/๑,
2015-05-12,+19,754,+13,753,Þ 1์/๑,
2015-05-13,+19,750,+16,749,ัว 1์/๑,
2015-05-14,+15,746,+12,746,ย 2์/๑,
2015-05-15,+20,745,+17,744,ว 2์/๑,
2015-05-16,+15,739,+12,738,Þว 2์/๑,
2015-05-17,+15,736,+11,736,ว 3์/๑,
2015-05-18,+10,737,+9,738,ว 3์/๑,
2015-05-19,+12,740,+8,742,ว 2์/๑,
2015-05-20,+16,746,+13,746,ว 2์/๑,
2015-05-21,+19,750,+16,752,ั 2์/๑,
2015-05-22,+26,752,+15,752,ัว 3์/๑,
2015-05-23,+28,750,+21,749,ว 2์/๑,
2015-05-24,+29,749,+20,749,Þว 3์/๑,
2015-05-25,+29,750,+23,751,ว 3์/๑,
2015-05-26,+28,751,+18,751,Þ 2์/๑,
2015-05-27,+29,751,+24,750,ว 3์/๑,
2015-05-28,+30,747,+24,748,Þ 2์/๑,
2015-05-29,+25,749,+24,749,ุ,
2015-05-30,+28,750,+24,750,Þย 1์/๑,
2015-05-31,+31,750,+26,749,Þย 2์/๑,
2015-06-01,+33,746,+24,747,ย 2์/๑,
2015-06-02,+28,749,+20,749,Þ 2์/๑,
2015-06-03,+19,748,+18,747,ว 2์/๑,
2015-06-04,+28,746,+18,746,ว 3์/๑,
2015-06-05,+23,747,+19,747,ัว 3์/๑,
2015-06-06,+19,749,+13,750,ัว 3์/๑,
2015-06-07,+20,752,+13,752,ัว 3์/๑,
2015-06-08,+26,747,+18,747,ว 3์/๑,
2015-06-09,+24,750,+18,749,ัว 3์/๑,
2015-06-10,+21,750,+15,750,ั 2์/๑,
2015-06-11,+19,749,+11,749,ัว 2์/๑,
2015-06-12,+23,746,+13,746,ว 2์/๑,
2015-06-13,+21,750,+17,750,ัว 2์/๑,
2015-06-14,+28,749,+19,749,Þว 2์/๑,
2015-06-15,+32,747,+28,746,ว 3์/๑,
2015-06-16,+32,746,+28,746,Þว 2์/๑,
2015-06-17,+35,746,+29,744,ว 2์/๑,
2015-06-18,+32,744,+24,745,ั 1์/๑,
2015-06-19,+33,745,+25,746,ย 2์/๑,
2015-06-20,+32,746,+28,748,ย 3์/๑,
2015-06-21,+37,746,+27,747,Þย 3์/๑,
2015-06-22,+35,747,+30,746,ย 2์/๑,
2015-06-23,+31,746,+24,747,ว 3์/๑,
2015-06-24,+32,748,+26,748,ัว 2์/๑,
2015-06-25,+32,746,+27,746,ัย 2์/๑,
2015-06-26,+31,744,+26,744,ั 2์/๑,
2015-06-27,+32,742,+27,742,ย 2์/๑,
2015-06-28,+35,741,+29,741,ว 2์/๑,
2015-06-29,+33,743,+27,743,ว 3์/๑,
2015-06-30,+26,744,+21,746,ว 3์/๑,
2015-07-01,+24,744,+17,745,ว 1์/๑,
2015-07-02,+26,747,+20,748,ัว 3์/๑,
2015-07-03,+23,748,+17,750,ัว 3์/๑,
2015-07-04,+26,746,+18,747,ว 2์/๑,
2015-07-05,+31,743,+24,743,ว 3์/๑,
2015-07-06,+24,742,+16,745,ัว 4์/๑,
2015-07-07,+19,748,+14,747,ัว 2์/๑,
2015-07-08,+25,741,+20,743,ว 3์/๑,
2015-07-09,+26,746,+21,746,ั 2์/๑,
2015-07-10,+35,741,+31,740,ว 3์/๑,
2015-07-11,+24,737,+22,734,Þย 1์/๑,
2015-07-12,+17,734,+17,734,Þว 3์/๑,
2015-07-13,+23,740,+18,743,ว 4์/๑,
2015-07-14,+25,746,+19,746,Þว 3์/๑,
2015-07-15,+23,746,+20,745,ว 2์/๑,
2015-07-16,+24,742,+17,743,ัว 2์/๑,
2015-07-17,+19,743,+17,744,ัว 3์/๑,
2015-07-18,+22,744,+18,745,ั 1์/๑,
2015-07-19,+22,746,+17,747,ัย 2์/๑,
2015-07-20,+27,745,+22,743,ว 2์/๑,
2015-07-21,+20,738,+18,739,Þว 2์/๑,
2015-07-22,+22,742,+17,744,ว 3์/๑,
2015-07-23,+22,745,+19,745,ว 3์/๑,
2015-07-24,+26,747,+17,747,ว 2์/๑,
2015-07-25,+26,747,+19,748,ัว 3์/๑,
